,Bedroom,HoldType,HomeType,Price,NewBuilding,latitude,longitude
0,4,2,3,487000.0,0,51.38944579,-2.401028988
1,3,2,3,350000.0,0,51.38944579,-2.401028988
2,4,2,3,483000.0,0,51.39881181,-2.345813
3,3,2,2,438000.0,0,51.39881181,-2.345813
4,2,2,3,285000.0,0,51.37393586,-2.390161504
5,2,2,2,270000.0,0,51.37393586,-2.390161504
6,3,2,2,267000.0,0,51.35879893,-2.383167824
7,2,2,2,170000.0,0,51.35879893,-2.383167824
8,2,2,3,250000.0,0,51.37945,-2.397521906
9,3,2,3,252000.0,0,51.39658137,-2.394206405
10,3,1,2,340000.0,0,51.39301982,-2.34611381
11,2,2,2,301000.0,0,51.39789218,-2.394792645
12,2,2,2,290000.0,0,51.38064177,-2.385304449
13,3,2,2,332500.0,0,51.38064177,-2.385304449
14,1,2,2,209000.0,0,51.40083831,-2.298663384
15,5,2,2,1550000.0,0,51.38485554,-2.363856646
16,2,2,3,595000.0,0,51.37432074,-2.3479265590000002
17,2,2,2,415000.0,0,51.37432074,-2.3479265590000002
18,3,2,2,290000.0,0,51.39554516,-2.38691
19,2,2,1,310000.0,0,51.39554516,-2.38691
20,3,2,3,330000.0,0,51.37159353,-2.396850455
21,3,2,3,260000.0,0,51.37343616,-2.3862926730000003
22,6,2,2,850000.0,0,51.41166997,-2.3203160290000002
23,2,1,1,187500.0,0,51.39668131,-2.391217524
24,1,1,1,135000.0,0,51.39668131,-2.391217524
25,1,1,1,155000.0,0,51.39668131,-2.391217524
26,1,1,1,140000.0,0,51.39668131,-2.391217524
27,2,2,2,233000.0,0,51.39391449,-2.395793233
28,2,2,2,248000.0,0,51.39391449,-2.395793233
29,2,2,2,255000.0,0,51.39391449,-2.395793233
30,1,2,2,427500.0,0,51.38559703,-2.362511725
31,4,2,3,500000.0,0,51.39317457,-2.399207536
32,3,2,2,365500.0,0,51.39023645,-2.35968844
33,2,2,2,315000.0,0,51.37516462,-2.380172516
34,5,2,2,552500.0,0,51.37516462,-2.380172516
35,3,2,3,270000.0,0,51.3712156,-2.391589311
36,3,2,3,250000.0,0,51.3712156,-2.391589311
37,1,1,1,145000.0,0,51.36986022,-2.3962321159999997
38,3,2,2,289950.0,0,51.36918072,-2.389718839
39,3,2,2,247500.0,0,51.36918072,-2.389718839
40,3,2,2,260000.0,0,51.36918072,-2.389718839
41,3,2,4,525000.0,0,51.39181314,-2.331186346
42,3,2,4,373000.0,0,51.37338817,-2.3926135090000002
43,3,2,4,363000.0,0,51.37338817,-2.3926135090000002
44,4,2,4,417500.0,0,51.37437203,-2.391486956
45,2,2,3,263000.0,0,51.37437203,-2.391486956
46,3,2,3,360000.0,0,51.37437203,-2.391486956
47,4,2,4,388000.0,0,51.37437203,-2.391486956
48,3,2,3,290000.0,0,51.35234264,-2.37770026
49,3,2,4,359950.0,0,51.35234264,-2.37770026
50,3,2,2,335000.0,0,51.35234264,-2.37770026
51,3,2,2,308000.0,0,51.40019558,-2.3943381180000003
52,2,2,4,1290000.0,0,51.38128339,-2.34384114
53,4,1,1,475000.0,0,51.37630482,-2.36082913
54,3,2,2,345000.0,0,51.39789994,-2.301562
55,5,2,2,800000.0,0,51.40495463,-2.323072457
56,2,1,1,285000.0,0,51.40348311,-2.373435126
57,3,1,1,260000.0,0,51.40348311,-2.373435126
58,2,2,2,250000.0,0,51.37262474,-2.373097655
59,3,2,2,267500.0,0,51.35520356,-2.374420826
60,5,2,2,235000.0,0,51.3755989,-2.373754002
61,1,1,1,186000.0,0,51.3755989,-2.373754002
62,3,2,2,750000.0,0,51.39377341,-2.37019399
63,4,2,4,667000.0,0,51.40022925,-2.294174466
64,4,2,4,615000.0,0,51.40022925,-2.294174466
65,4,2,2,524000.0,0,51.39958037,-2.398113361
66,2,2,2,250000.0,0,51.38105327,-2.380451234
67,2,2,2,290000.0,0,51.38105327,-2.380451234
68,2,1,2,289000.0,0,51.38105327,-2.380451234
69,2,2,2,290000.0,0,51.37869267,-2.353275926
70,2,1,1,329000.0,0,51.38192166,-2.346935285
71,3,2,3,575000.0,0,51.36067609,-2.343270194
72,2,2,2,235000.0,0,51.40019717,-2.354462303
73,2,2,2,237000.0,0,51.40019717,-2.354462303
74,3,2,4,550000.0,0,51.39485813,-2.341686385
75,2,1,1,200000.0,0,51.3975856,-2.3950487369999998
76,2,1,1,200000.0,0,51.3975856,-2.3950487369999998
77,2,1,1,185000.0,0,51.3975856,-2.3950487369999998
78,2,2,2,290000.0,0,51.34920246,-2.364162714
79,3,2,3,320000.0,0,51.36894436,-2.38506255
80,3,1,3,296000.0,0,51.39314939,-2.396030961
81,3,2,4,295000.0,0,51.39314939,-2.396030961
82,3,2,3,186500.0,0,51.37872232,-2.405202549
83,3,1,2,332500.0,0,51.38020819,-2.385904287
84,2,2,2,309000.0,0,51.38020819,-2.385904287
85,5,2,2,345000.0,0,51.41088919,-2.316457216
86,3,2,4,419500.0,0,51.40025133,-2.339211
87,1,1,1,130000.0,0,51.38931678,-2.363417797
88,3,2,3,286000.0,0,51.36272226,-2.350668137
89,3,2,3,432500.0,0,51.36272226,-2.350668137
90,3,2,4,500000.0,0,51.36272226,-2.350668137
91,5,2,3,950000.0,0,51.38886,-2.380283379
92,2,2,3,240000.0,0,51.37529765,-2.4022557819999997
93,2,2,3,237000.0,0,51.37529765,-2.4022557819999997
94,4,2,2,740000.0,0,51.37081803,-2.3643342830000003
95,6,2,4,1270000.0,0,51.36976451,-2.3676874
96,3,2,2,329000.0,0,51.40003581,-2.3937186269999997
97,2,2,2,370000.0,0,51.37951507,-2.377866535
98,2,2,3,270000.0,0,51.37368163,-2.3962507580000003
99,3,2,3,300000.0,0,51.37368163,-2.3962507580000003
100,3,2,3,300000.0,0,51.37368163,-2.3962507580000003
101,2,2,2,247000.0,0,51.38432238,-2.3978515430000003
102,2,2,2,265000.0,0,51.38432238,-2.3978515430000003
103,3,1,2,385000.0,0,51.38563393,-2.379253398
104,2,2,2,280000.0,0,51.371462,-2.385515
105,3,2,2,418000.0,0,51.39772198,-2.3972635209999997
106,3,2,2,325000.0,0,51.3932757,-2.32243
107,1,1,1,170000.0,0,51.37973793,-2.3894349669999997
108,1,1,1,172000.0,0,51.37973793,-2.3894349669999997
109,4,2,3,505000.0,0,51.35870615,-2.367225387
110,3,2,3,355000.0,0,51.36396805,-2.380754827
111,3,2,2,315000.0,0,51.40820787,-2.317128804
112,3,1,1,248750.0,0,51.39657604,-2.359536961
113,3,1,1,255000.0,0,51.39657604,-2.359536961
114,3,1,4,347500.0,0,51.39657604,-2.359536961
115,3,2,2,385000.0,0,51.36936199,-2.386574401
116,2,2,3,355000.0,0,51.3725078,-2.349809141
117,2,2,2,265000.0,0,51.39947529,-2.3493249819999997
118,2,2,2,285000.0,0,51.39947529,-2.3493249819999997
119,4,1,3,596000.0,0,51.39547965,-2.347425989
120,2,2,3,325000.0,0,51.40231636,-2.340261324
121,2,2,2,404200.0,0,51.37834074,-2.379537916
122,3,1,4,405000.0,0,51.39618289,-2.355782371
123,5,2,3,770000.0,0,51.35987167,-2.356692846
124,5,2,4,925000.0,0,51.35297107,-2.36381925
125,3,2,4,485000.0,0,51.38823349,-2.361900244
126,4,2,4,740000.0,0,51.36141294,-2.337243375
127,3,2,3,260000.0,0,51.37013066,-2.3741547780000003
128,2,2,2,235500.0,0,51.36085652,-2.3610092590000002
129,2,2,2,234000.0,0,51.36085652,-2.3610092590000002
130,2,1,1,285000.0,0,51.37758148,-2.369531669
131,2,1,1,280000.0,0,51.37758148,-2.369531669
132,4,1,2,480000.0,0,51.37616455,-2.365468669
133,4,2,2,710000.0,0,51.371871,-2.364518456
134,4,2,2,790000.0,0,51.371871,-2.364518456
135,3,2,3,925000.0,0,51.3750013,-2.363649164
136,4,2,2,1800000.0,0,51.38128028,-2.347936256
137,3,2,2,230000.0,0,51.3764993,-2.40580071
138,2,2,3,200000.0,0,51.3764993,-2.40580071
139,4,1,4,989000.0,0,51.3947452,-2.364236987
140,3,2,3,307500.0,0,51.35615439,-2.377932681
141,3,2,3,340000.0,0,51.37234328,-2.393164845
142,3,2,3,360000.0,0,51.37234328,-2.393164845
143,3,2,2,355000.0,0,51.37234328,-2.393164845
144,2,2,2,257500.0,0,51.38543888,-2.383922108
145,3,2,2,272500.0,0,51.38543888,-2.383922108
146,4,1,2,495000.0,0,51.37427095,-2.375812
147,2,1,1,250000.0,0,51.37979944,-2.364750477
148,3,2,3,280000.0,0,51.35726119,-2.380455041
149,2,1,3,284000.0,0,51.39328213,-2.3202881090000003
150,3,2,2,265000.0,0,51.4110482,-2.317507925
151,4,2,3,460000.0,0,51.40434226,-2.313493636
152,4,2,2,795000.0,0,51.39365199,-2.348217011
153,4,2,2,840000.0,0,51.39365199,-2.348217011
154,4,2,3,385000.0,0,51.36689999,-2.391466291
155,2,2,2,225000.0,0,51.35912422,-2.382682232
156,2,2,2,247500.0,0,51.35912422,-2.382682232
157,3,2,2,257500.0,0,51.35912422,-2.382682232
158,2,2,2,250000.0,0,51.35912422,-2.382682232
159,4,2,2,950000.0,0,51.39463735,-2.346442234
160,3,2,4,380000.0,0,51.4034027,-2.340830049
161,3,2,4,450000.0,0,51.4034027,-2.340830049
162,3,2,4,450000.0,0,51.4034027,-2.340830049
163,2,2,2,320000.0,0,51.3781905,-2.384249362
164,4,2,2,407500.0,0,51.3781905,-2.384249362
165,1,1,1,194000.0,0,51.382385,-2.366582
166,3,2,2,291000.0,0,51.396733,-2.397686
167,1,1,1,140000.0,0,51.387977,-2.363781
168,1,1,1,155000.0,0,51.387977,-2.363781
169,3,2,2,304000.0,0,51.36365348,-2.380709127
170,3,2,3,325000.0,0,51.40384702,-2.323668437
171,3,2,2,281000.0,0,51.37092037,-2.388440706
172,2,2,2,240000.0,0,51.37523551,-2.388707121
173,2,2,2,265000.0,0,51.37523551,-2.388707121
174,1,1,1,270000.0,0,51.38750609,-2.358675428
175,4,2,2,735000.0,0,51.38750609,-2.358675428
176,3,2,3,385000.0,0,51.40346584,-2.328165387
177,5,2,4,480000.0,0,51.36563845,-2.36718
178,3,2,2,229000.0,0,51.37787738,-2.405123245
179,4,1,2,512000.0,0,51.37606276,-2.360597349
180,3,1,2,488500.0,0,51.37606276,-2.360597349
181,5,2,3,565000.0,0,51.39140588,-2.395771573
182,3,2,3,475000.0,0,51.39140588,-2.395771573
183,3,2,3,585000.0,0,51.37043926,-2.370422258
184,2,1,1,207000.0,0,51.39696822,-2.342693911
185,2,1,1,210000.0,0,51.39285783,-2.34918831
186,6,1,3,1200000.0,0,51.39462029,-2.3491586190000002
187,6,2,3,1300000.0,0,51.38727619,-2.39128
188,6,2,3,2200000.0,0,51.39655675,-2.368635364
189,6,2,3,2200000.0,0,51.39655675,-2.368635364
190,4,2,4,500000.0,0,51.39291677,-2.319078261
191,6,2,3,1025000.0,0,51.37474376,-2.371218464
192,4,2,3,998000.0,0,51.39166477,-2.360130813
193,2,1,1,210000.0,0,51.37117604,-2.379018931
194,2,1,1,228000.0,0,51.37117604,-2.379018931
195,3,2,2,330000.0,0,51.39916341,-2.348373886
196,4,2,3,1200000.0,0,51.37300727,-2.35415158
197,3,2,2,482500.0,0,51.38865033,-2.3834891209999998
198,3,2,4,700000.0,0,51.38865033,-2.3834891209999998
199,4,2,4,555000.0,0,51.36370967,-2.368659
200,1,1,1,140000.0,0,51.3956508,-2.3901594680000002
201,3,2,2,260000.0,0,51.36950255,-2.395640052
202,3,2,4,600000.0,0,51.35806241,-2.360254835
203,3,2,3,315000.0,0,51.37626594,-2.376532
204,4,2,2,963000.0,0,51.3957693,-2.36164353
205,3,2,4,435000.0,0,51.36259257,-2.3778995259999998
206,2,1,2,203500.0,0,51.38038956,-2.393549934
207,2,1,2,250000.0,0,51.38038956,-2.393549934
208,3,1,2,360000.0,0,51.37640633,-2.362898833
209,3,1,2,360000.0,0,51.37640633,-2.362898833
210,3,2,4,525000.0,0,51.3953273,-2.356235676
211,3,2,2,310000.0,0,51.3953273,-2.356235676
212,3,2,4,260000.0,0,51.3769395,-2.392730114
213,3,2,3,490000.0,0,51.37367146,-2.369097905
214,4,2,4,980000.0,0,51.39426534,-2.376651435
215,5,2,4,842000.0,0,51.39129345,-2.378092966
216,3,1,4,570000.0,0,51.39129345,-2.378092966
217,2,1,1,380000.0,0,51.38504425,-2.352132147
218,3,2,3,520000.0,0,51.38844554,-2.393719682
219,4,2,3,515000.0,0,51.38844554,-2.393719682
220,2,1,2,410000.0,0,51.39427298,-2.356989249
221,2,1,1,630000.0,0,51.39185432,-2.368568801
222,2,2,2,254000.0,0,51.37122294,-2.372813304
223,2,2,2,305000.0,0,51.37122294,-2.372813304
224,3,2,2,300000.0,0,51.37122294,-2.372813304
225,4,2,2,295000.0,0,51.37122294,-2.372813304
226,2,2,2,345000.0,0,51.37583729,-2.383453818
227,4,2,3,490000.0,0,51.38686152,-2.399468721
228,3,2,3,375000.0,0,51.38686152,-2.399468721
229,3,2,2,385000.0,0,51.36854912,-2.390374261
230,3,2,3,650000.0,0,51.37586613,-2.348326197
231,2,2,3,246000.0,0,51.38460575,-2.399132929
232,4,2,3,610000.0,0,51.36649456,-2.3724157740000003
233,3,2,3,525000.0,0,51.36649456,-2.3724157740000003
234,3,2,3,535000.0,0,51.36649456,-2.3724157740000003
235,2,2,2,340000.0,0,51.38621301,-2.380910791
236,2,2,2,385000.0,0,51.38621301,-2.380910791
237,2,1,1,275000.0,0,51.38678436,-2.356514186
238,2,2,2,385000.0,0,51.39589245,-2.322562989
239,3,2,2,490000.0,0,51.39729021,-2.346664
240,2,1,1,266000.0,0,51.37306753,-2.3667082319999997
241,4,2,3,485000.0,0,51.39436587,-2.384456812
242,3,2,3,285000.0,0,51.35531285,-2.376791249
243,3,1,3,415000.0,0,51.367641,-2.365772873
244,3,1,3,485000.0,0,51.367641,-2.365772873
245,1,1,1,275000.0,0,51.367641,-2.365772873
246,2,2,3,288000.0,0,51.367641,-2.365772873
247,3,2,2,342500.0,0,51.39709645,-2.388058814
248,3,2,2,275000.0,0,51.36165334,-2.362121461
249,3,2,3,460000.0,0,51.40381292,-2.401485364
250,3,2,2,395000.0,0,51.38296356,-2.390152095
251,3,1,2,315000.0,0,51.39735995,-2.3926319659999997
252,2,2,2,335000.0,0,51.37533506,-2.377516022
253,2,2,2,210000.0,0,51.36226968,-2.35760199
254,1,2,2,208000.0,0,51.363683,-2.388451
255,2,2,2,232500.0,0,51.363683,-2.388451
256,2,2,2,225500.0,0,51.3634478,-2.383120462
257,2,2,2,195000.0,0,51.3634478,-2.383120462
258,2,2,2,200000.0,0,51.3634478,-2.383120462
259,2,2,2,200000.0,0,51.3634478,-2.383120462
260,3,2,2,304000.0,0,51.36210194,-2.382233087
261,4,2,3,310000.0,0,51.36210194,-2.382233087
262,4,2,2,950000.0,0,51.38665696,-2.365753492
263,2,2,2,239950.0,0,51.37903492,-2.389931885
264,2,1,1,222000.0,0,51.3944488,-2.3523768730000003
265,2,1,1,220500.0,0,51.3944488,-2.3523768730000003
266,2,1,1,185000.0,0,51.39248237,-2.3544457569999997
267,5,2,2,675000.0,0,51.38429403,-2.3875337290000003
268,4,2,2,620000.0,0,51.38579313,-2.390995281
269,3,2,3,385000.0,0,51.40025851,-2.342919766
270,4,2,4,545000.0,0,51.36245969,-2.363061421
271,4,2,2,560000.0,0,51.36245969,-2.363061421
272,4,1,4,837000.0,0,51.40946433,-2.307906998
273,5,2,4,875000.0,0,51.40946433,-2.307906998
274,4,2,3,415000.0,0,51.38690167,-2.400877399
275,3,2,3,245000.0,0,51.37830658,-2.3952993240000002
276,4,1,3,373000.0,0,51.38099946,-2.383166498
277,2,2,3,400000.0,0,51.39214168,-2.326259019
278,2,2,3,313000.0,0,51.39214168,-2.326259019
279,4,2,2,293000.0,0,51.37856608,-2.3930026680000003
280,3,2,2,297905.0,0,51.37856608,-2.3930026680000003
281,2,2,2,310000.0,0,51.39698309,-2.352827574
282,2,2,2,305000.0,0,51.39698309,-2.352827574
283,2,2,2,320000.0,0,51.39698309,-2.352827574
284,3,2,3,360000.0,0,51.36101977,-2.357620975
285,2,2,3,400000.0,0,51.39499327,-2.322571033
286,1,1,1,170000.0,0,51.39106544,-2.35617381
287,3,2,4,460000.0,0,51.40033991,-2.339671652
288,3,2,3,357000.0,0,51.40127875,-2.347599334
289,3,1,2,344000.0,0,51.37384886,-2.372705348
290,3,1,2,303000.0,0,51.37384886,-2.372705348
291,3,2,2,325000.0,0,51.3581288,-2.379097874
292,3,2,4,321000.0,0,51.3581288,-2.379097874
293,5,2,4,2150000.0,0,51.396341,-2.371849812
294,4,2,4,1490000.0,0,51.402189,-2.373669
295,4,2,4,1250000.0,0,51.39229387,-2.374565614
296,3,2,2,320000.0,0,51.38767503,-2.400855419
297,2,2,2,242000.0,0,51.39787592,-2.391601449
298,4,2,2,385000.0,0,51.35934471,-2.349550811
299,1,1,1,223500.0,0,51.37594049,-2.379374381
300,3,2,2,315000.0,0,51.37594049,-2.379374381
301,3,2,2,345000.0,0,51.37594049,-2.379374381
302,2,2,2,376000.0,0,51.39773049,-2.346436868
303,2,2,2,530000.0,0,51.39624199,-2.345045751
304,1,1,1,255000.0,0,51.38588729,-2.36169491
305,3,2,2,278000.0,0,51.36651575,-2.365693455
306,2,2,3,212000.0,0,51.37491729,-2.397784328
307,3,1,3,495000.0,0,51.39049032,-2.3872268119999998
308,2,1,2,215000.0,0,51.35544752,-2.379635801
309,3,2,3,380000.0,0,51.37127078,-2.37797
310,2,1,1,275000.0,0,51.37465823,-2.33076075
311,3,2,3,725000.0,0,51.41264937,-2.320567317
312,1,1,1,240500.0,0,51.38657675,-2.35971721
313,1,1,1,500000.0,0,51.39475088,-2.344531465
314,3,2,2,313500.0,0,51.37826083,-2.384738463
315,3,2,2,338000.0,0,51.37826083,-2.384738463
316,3,2,2,358500.0,0,51.38305673,-2.39454995
317,3,2,2,305000.0,0,51.38305673,-2.39454995
318,3,2,2,332000.0,0,51.38305673,-2.39454995
319,3,2,3,295000.0,0,51.36963001,-2.3816206380000002
320,4,2,3,450000.0,0,51.36963001,-2.3816206380000002
321,2,1,1,230000.0,0,51.38190426,-2.3841942659999997
322,2,1,1,222000.0,0,51.38190426,-2.3841942659999997
323,1,1,1,154000.0,0,51.38190426,-2.3841942659999997
324,3,2,3,375000.0,0,51.40395986,-2.397950146
325,3,2,2,330000.0,0,51.36279334,-2.347939686
326,3,2,3,400000.0,0,51.36279334,-2.347939686
327,2,2,2,360000.0,0,51.40361156,-2.4025186659999997
328,3,2,2,495000.0,0,51.40361156,-2.4025186659999997
329,3,2,3,410000.0,0,51.38674753,-2.401249688
330,4,2,4,500000.0,0,51.38674753,-2.401249688
331,3,2,3,365000.0,0,51.38674753,-2.401249688
332,2,1,1,237000.0,0,51.35847493,-2.372106544
333,2,2,2,275000.0,0,51.3959092,-2.354112921
334,3,2,2,475000.0,0,51.3959092,-2.354112921
335,2,2,2,350000.0,0,51.3959092,-2.354112921
336,1,2,2,427500.0,0,51.3959092,-2.354112921
337,3,2,2,492000.0,0,51.39685745,-2.349750615
338,2,1,2,310000.0,0,51.39685745,-2.349750615
339,3,2,3,380000.0,0,51.39895396,-2.3611224319999997
340,4,2,4,560000.0,0,51.3958787,-2.355392
341,1,1,1,235000.0,0,51.36948106,-2.377640231
342,5,2,4,450000.0,0,51.3649235,-2.3909610580000002
343,2,2,2,236000.0,0,51.3649235,-2.3909610580000002
344,2,1,1,310000.0,0,51.39142477,-2.38482
345,4,2,3,645000.0,0,51.39142477,-2.38482
346,3,2,4,400000.0,0,51.38706278,-2.395805936
347,4,1,2,590000.0,0,51.38645005,-2.3799068230000002
348,2,2,3,256000.0,0,51.37104769,-2.390711568
349,2,2,3,250000.0,0,51.37104769,-2.390711568
350,2,2,2,365000.0,0,51.36176805,-2.3480180880000003
351,3,2,2,335000.0,0,51.35968988,-2.360267611
352,2,2,2,225000.0,0,51.35968988,-2.360267611
353,3,2,3,440000.0,0,51.36760453,-2.371160696
354,4,2,2,690000.0,0,51.37478981,-2.331925416
355,3,2,3,750000.0,0,51.37478981,-2.331925416
356,3,2,2,375000.0,0,51.37987203,-2.381475965
357,2,2,2,305000.0,0,51.37987203,-2.381475965
358,3,2,2,350000.0,0,51.37950107,-2.37663074
359,2,1,1,287500.0,0,51.38790238,-2.34953858
360,3,1,2,580000.0,0,51.39132308,-2.3571962280000003
361,2,2,2,240000.0,0,51.36926352,-2.397189429
362,2,2,2,220000.0,0,51.36926352,-2.397189429
363,4,2,3,405000.0,0,51.40451318,-2.323385619
364,3,2,4,497000.0,0,51.41133176,-2.344440494
365,2,2,4,283000.0,0,51.4000954,-2.392224
366,5,2,4,575000.0,0,51.37083219,-2.368428606
367,2,2,2,285000.0,0,51.35577559,-2.3810602480000003
368,2,2,2,285000.0,0,51.3756942,-2.38595251
369,2,2,2,312423.0,0,51.3756942,-2.38595251
370,3,2,3,450000.0,0,51.40491096,-2.401178705
371,4,2,4,495000.0,0,51.39738883,-2.300883235
372,4,2,2,785000.0,0,51.39607874,-2.345518849
373,3,2,2,465000.0,0,51.37069706,-2.365640593
374,3,2,3,339500.0,0,51.39760104,-2.3476433080000003
375,3,2,3,247000.0,0,51.35941532,-2.38165059
376,3,1,2,359971.0,0,51.39608697,-2.348810454
377,4,2,2,510000.0,0,51.38831614,-2.361340423
378,5,2,3,695000.0,0,51.38519104,-2.388187967
379,3,2,3,372500.0,0,51.36777711,-2.364884721
380,2,2,4,300000.0,0,51.40516222,-2.398693786
381,3,2,2,326000.0,0,51.3854988,-2.382097588
382,3,2,2,390000.0,0,51.3854988,-2.382097588
383,3,2,2,442500.0,0,51.39985871,-2.344339872
384,2,1,2,396000.0,0,51.39985871,-2.344339872
385,4,1,2,420000.0,0,51.37609127,-2.377234901
386,2,2,2,370000.0,0,51.37531253,-2.378923808
387,2,1,1,387500.0,0,51.39322476,-2.3645123580000003
388,3,2,2,410000.0,0,51.39923028,-2.347051937
389,3,2,2,430000.0,0,51.39923028,-2.347051937
390,6,2,4,1300000.0,0,51.3586799,-2.35533357
391,4,2,3,620000.0,0,51.3586799,-2.35533357
392,3,1,1,460000.0,0,51.39259881,-2.332874
393,3,1,1,490000.0,0,51.39259881,-2.332874
394,3,2,2,360000.0,0,51.375134,-2.378520057
395,3,2,2,602000.0,0,51.37211007,-2.350510044
396,3,1,2,499950.0,0,51.38981024,-2.3489926359999997
397,2,1,1,425000.0,0,51.38399276,-2.357886347
398,3,1,1,599500.0,0,51.38399276,-2.357886347
399,2,1,1,270000.0,0,51.3985316,-2.343093709
400,3,2,3,247500.0,0,51.36080576,-2.382653167
401,3,1,3,225000.0,0,51.36552583,-2.388294487
402,4,2,2,550000.0,0,51.37914339,-2.349902861
403,4,2,4,962500.0,0,51.38994376,-2.337180177
404,4,2,4,722000.0,0,51.38994376,-2.337180177
405,5,2,4,900000.0,0,51.38994376,-2.337180177
406,3,2,2,320000.0,0,51.37563468,-2.393035019
407,3,2,2,348000.0,0,51.37563468,-2.393035019
408,3,2,2,315000.0,0,51.37563468,-2.393035019
409,3,1,4,629000.0,0,51.40630491,-2.309179668
410,3,2,4,630000.0,0,51.39164599,-2.326672283
411,4,2,4,380000.0,0,51.37715126,-2.388550945
412,1,2,3,827000.0,0,51.38809288,-2.38906
413,6,2,3,975000.0,0,51.38809288,-2.38906
414,2,1,1,365000.0,0,51.38423487,-2.358103784
415,3,1,1,510000.0,0,51.38631184,-2.34617813
416,2,2,2,207000.0,0,51.36197113,-2.3837401
417,3,2,2,518500.0,0,51.40748941,-2.32011427
418,2,2,2,318000.0,0,51.37487967,-2.3848250369999997
419,2,1,1,545000.0,0,51.39029841,-2.363109
420,3,2,2,465000.0,0,51.38925546,-2.348083014
421,3,2,2,287500.0,0,51.37542103,-2.389700023
422,2,2,2,325000.0,0,51.37823418,-2.381893381
423,2,1,1,260000.0,0,51.37578164,-2.352520776
424,2,2,3,245000.0,0,51.37711404,-2.391625301
425,3,2,3,265000.0,0,51.35805732,-2.381725467
426,5,2,3,920000.0,0,51.37007922,-2.361915027
427,2,2,2,322500.0,0,51.37558404,-2.381152958
428,3,2,2,346500.0,0,51.37558404,-2.381152958
429,3,2,2,267500.0,0,51.35659259,-2.375882638
430,2,2,2,340000.0,0,51.37396565,-2.38386917
431,3,2,2,305000.0,0,51.37396565,-2.38386917
432,3,2,2,365000.0,0,51.37396565,-2.38386917
433,3,2,2,369720.0,0,51.37396565,-2.38386917
434,2,2,2,340000.0,0,51.39142755,-2.358318065
435,2,2,2,324000.0,0,51.3769364,-2.3800435269999998
436,3,2,3,505000.0,0,51.35773828,-2.369055922
437,4,2,2,383000.0,0,51.38307335,-2.394952439
438,2,2,2,469000.0,0,51.39506575,-2.359438874
439,2,1,2,500000.0,0,51.39506575,-2.359438874
440,4,2,2,1403000.0,0,51.39286523,-2.37303242
441,1,2,3,1010000.0,0,51.41102262,-2.320297124
442,4,1,3,614850.0,0,51.387511,-2.382689193
443,3,2,4,380000.0,0,51.35258432,-2.375246698
444,3,2,4,535000.0,0,51.40137445,-2.33006231
445,4,2,4,637500.0,0,51.40137445,-2.33006231
446,3,1,1,225000.0,0,51.39191221,-2.3556629890000003
447,2,1,1,185000.0,0,51.39191221,-2.3556629890000003
448,3,2,3,540000.0,0,51.38568522,-2.393681609
449,3,2,3,520000.0,0,51.38568522,-2.393681609
450,3,2,2,325000.0,0,51.37299946,-2.385110956
451,3,2,3,440000.0,0,51.36633131,-2.321292143
452,3,1,1,190000.0,0,51.37641772,-2.4033862630000002
453,4,2,2,710000.0,0,51.38512184,-2.390184
454,2,2,2,233000.0,0,51.36002459,-2.3596095740000003
455,4,2,4,435000.0,0,51.37210239,-2.392602505
456,5,2,4,685000.0,0,51.37210239,-2.392602505
457,2,2,2,342000.0,0,51.37354404,-2.3835639459999998
458,2,2,2,285000.0,0,51.37354404,-2.3835639459999998
459,3,2,3,420000.0,0,51.3894382,-2.340984897
460,2,2,2,235000.0,0,51.40021664,-2.35098374
461,3,2,2,235000.0,0,51.40021664,-2.35098374
462,1,2,2,1050000.0,0,51.38776421,-2.365345568
463,3,1,2,630000.0,0,51.39095653,-2.3565035180000002
464,2,2,4,506000.0,0,51.39371092,-2.364315005
465,2,2,3,205000.0,0,51.37379611,-2.404842967
466,3,2,3,386000.0,0,51.39382171,-2.35458547
467,3,2,2,327500.0,0,51.39382171,-2.35458547
468,5,2,3,775000.0,0,51.37317344,-2.370200109
469,4,2,4,900000.0,0,51.39537502,-2.3698475930000003
470,3,2,2,335000.0,0,51.37488556,-2.383029221
471,6,2,2,1080000.0,0,51.35933088,-2.3481575880000003
472,4,1,3,467500.0,0,51.39876461,-2.352438807
473,3,2,2,375000.0,0,51.396547,-2.351746
474,3,2,2,395000.0,0,51.396547,-2.351746
475,1,1,1,162500.0,0,51.39317831,-2.3502687
476,2,1,1,240000.0,0,51.39317831,-2.3502687
477,3,2,3,274000.0,0,51.38036491,-2.40343535
478,2,1,1,370000.0,0,51.38610589,-2.351924744
479,3,2,3,318000.0,0,51.36607869,-2.39237859
480,2,1,1,345000.0,0,51.38365721,-2.370026
481,2,1,1,345000.0,0,51.38365721,-2.370026
482,3,2,2,450000.0,0,51.36390755,-2.377220908
483,3,2,2,280000.0,0,51.40297268,-2.337175421
484,2,1,2,285000.0,0,51.40297268,-2.337175421
485,4,2,3,590000.0,0,51.360969,-2.356958913
486,2,1,1,341000.0,0,51.39986578,-2.30272509
487,4,2,4,537000.0,1,51.408143,-2.375197
488,3,2,3,700000.0,0,51.38965765,-2.351908896
489,3,2,2,310000.0,0,51.39814301,-2.294247317
490,3,2,2,395000.0,0,51.38553298,-2.3961663559999997
491,2,1,1,435000.0,0,51.38421599,-2.3554452169999998
